Film,Year (Ceremony),Awards,Nominations,Best Picture
The Battle of Midway,1942 (15th),1,1,False
Random Harvest,1942 (15th),0,7,False
The Talk of the Town,1942 (15th),0,7,False
Arabian Nights,1942 (15th),0,4,False
Jungle Book,1942 (15th),0,4,False
The Magnificent Ambersons,1942 (15th),0,4,False
Wake Island,1942 (15th),0,4,False
Bambi,1942 (15th),0,3,False
Flying Tigers,1942 (15th),0,3,False
Kings Row,1942 (15th),0,3,False
"Take a Letter, Darling",1942 (15th),0,3,False
The Pied Piper,1942 (15th),0,3,False
You Were Never Lovelier,1942 (15th),0,3,False
Captains of the Clouds,1942 (15th),0,2,False
Flying with Music,1942 (15th),0,2,False
One of Our Aircraft Is Missing,1942 (15th),0,2,False
Road to Morocco,1942 (15th),0,2,False
Silver Queen,1942 (15th),0,2,False
The Gold Rush,1942 (15th),0,2,False
The Shanghai Gesture,1942 (15th),0,2,False
A Ship Is Born,1942 (15th),0,1,False
"Africa, Prelude to Victory",1942 (15th),0,1,False
All Out for V,1942 (15th),0,1,False
Always in My Heart,1942 (15th),0,1,False
Babes on Broadway,1942 (15th),0,1,False
Blitz Wolf,1942 (15th),0,1,False
Combat Report,1942 (15th),0,1,False
Conquer by the Clock,1942 (15th),0,1,False
Desert Wonderland,1942 (15th),0,1,False
Desperate Journey,1942 (15th),0,1,False
Don't Talk,1942 (15th),0,1,False
For Me and My Gal,1942 (15th),0,1,False
Friendly Enemies,1942 (15th),0,1,False
George Washington Slept Here,1942 (15th),0,1,False
Hellzapoppin',1942 (15th),0,1,False
"Henry Browne, Farmer",1942 (15th),0,1,False
High Over the Borders,1942 (15th),0,1,False
High Stakes in the East,1942 (15th),0,1,False
I Married a Witch,1942 (15th),0,1,False
Inside Fighting China,1942 (15th),0,1,False
Invisible Agent,1942 (15th),0,1,False
It Started with Eve,1942 (15th),0,1,False
It's Everybody's War,1942 (15th),0,1,False
Joan of Paris,1942 (15th),0,1,False
Johnny Doughboy,1942 (15th),0,1,False
Juke Box Jamboree,1942 (15th),0,1,False
Klondike Fury,1942 (15th),0,1,False
Listen to Britain,1942 (15th),0,1,False
Little Belgium,1942 (15th),0,1,False
Little Isles of Freedom,1942 (15th),0,1,False
Marines in the Making,1942 (15th),0,1,False
Moontide,1942 (15th),0,1,False
Mr. Blabbermouth!,1942 (15th),0,1,False
Mr. Gardenia Jones,1942 (15th),0,1,False
My Sister Eileen,1942 (15th),0,1,False
Once Upon a Honeymoon,1942 (15th),0,1,False
Orchestra Wives,1942 (15th),0,1,False
Pigs in a Polka,1942 (15th),0,1,False
Private Smith of the U.S.A.,1942 (15th),0,1,False
Ten Gentlemen from West Point,1942 (15th),0,1,False
The Corsican Brothers,1942 (15th),0,1,False
The Grain That Built a Hemisphere,1942 (15th),0,1,False
The Mayor of 44th Street,1942 (15th),0,1,False
The Navy Comes Through,1942 (15th),0,1,False
The New Spirit,1942 (15th),0,1,False
The Price of Victory,1942 (15th),0,1,False
The Spoilers,1942 (15th),0,1,False
The War Against Mrs. Hadley,1942 (15th),0,1,False
To Be or Not to Be,1942 (15th),0,1,False
To the Shores of Tripoli,1942 (15th),0,1,False
Tortilla Flat,1942 (15th),0,1,False
Tulips Shall Grow,1942 (15th),0,1,False
Twenty-One Miles,1942 (15th),0,1,False
United States Marine Band,1942 (15th),0,1,False
We Refuse to Die,1942 (15th),0,1,False
The White Eagle,1942 (15th),0,1,False
Winning Your Wings,1942 (15th),0,1,False
Youth on Parade,1942 (15th),0,1,False
Casablanca,1943 (16th),3,8,True
The Song of Bernadette,1943 (16th),4,12,False
Phantom of the Opera,1943 (16th),2,4,False
For Whom the Bell Tolls,1943 (16th),1,9,False
The More the Merrier,1943 (16th),1,6,False
The Human Comedy,1943 (16th),1,5,False
Air Force,1943 (16th),1,4,False
Watch on the Rhine,1943 (16th),1,4,False
This Is the Army,1943 (16th),1,3,False
"Hello, Frisco, Hello",1943 (16th),1,2,False
Amphibious Fighters,1943 (16th),1,1,False
Crash Dive,1943 (16th),1,1,False
December 7: The Movie,1943 (16th),1,1,False
Desert Victory,1943 (16th),1,1,False
Heavenly Music,1943 (16th),1,1,False
Princess O'Rourke,1943 (16th),1,1,False
The Yankee Doodle Mouse,1943 (16th),1,1,False
This Land Is Mine,1943 (16th),1,1,False
Madame Curie,1943 (16th),0,7,False
The North Star,1943 (16th),0,6,False
So Proudly We Hail!,1943 (16th),0,4,False
Five Graves to Cairo,1943 (16th),0,3,False
Heaven Can Wait,1943 (16th),0,3,False
Sahara,1943 (16th),0,3,False
Saludos Amigos,1943 (16th),0,3,False
Thousands Cheer,1943 (16th),0,3,False
Hangmen Also Die!,1943 (16th),0,2,False
Hit Parade of 1943,1943 (16th),0,2,False
In Old Oklahoma,1943 (16th),0,2,False
In Which We Serve,1943 (16th),0 (1),2,False
Something to Shout About,1943 (16th),0,2,False
Stage Door Canteen,1943 (16th),0,2,False
Star Spangled Rhythm,1943 (16th),0,2,False
The Sky's the Limit,1943 (16th),0,2,False
Action in the North Atlantic,1943 (16th),0,1,False
Baptism of Fire,1943 (16th),0,1,False
Bombardier,1943 (16th),0,1,False
Cabin in the Sky,1943 (16th),0,1,False
Cavalcade of Dance,1943 (16th),0,1,False
Champions Carry On,1943 (16th),0,1,False
Children of Mars,1943 (16th),0,1,False
Commandos Strike at Dawn,1943 (16th),0,1,False
Coney Island,1943 (16th),0,1,False
Corvette K-225,1943 (16th),0,1,False
Destination Tokyo,1943 (16th),0,1,False
Flight for Freedom,1943 (16th),0,1,False
Greetings Bait,1943 (16th),0,1,False
Hers to Hold,1943 (16th),0,1,False
Hi Diddle Diddle,1943 (16th),0,1,False
Hollywood in Uniform,1943 (16th),0,1,False
Holy Matrimony,1943 (16th),0,1,False
Imagination,1943 (16th),0,1,False
Johnny Come Lately,1943 (16th),0,1,False
Lady of Burlesque,1943 (16th),0,1,False
Lassie Come Home,1943 (16th),0,1,False
Letter to a Hero,1943 (16th),0,1,False
Mardi Gras,1943 (16th),0,1,False
Mission to Moscow,1943 (16th),0,1,False
Plan for Destruction,1943 (16th),0,1,False
Reason and Emotion,1943 (16th),0,1,False
Report from the Aleutians,1943 (16th),0,1,False
Riding High,1943 (16th),0,1,False
Seeing Hands,1943 (16th),0,1,False
Shadow of a Doubt,1943 (16th),0,1,False
So This Is Washington,1943 (16th),0,1,False
Stand By for Action,1943 (16th),0,1,False
Swedes in America,1943 (16th),0,1,False
Thank Your Lucky Stars,1943 (16th),0,1,False
The 500 Hats of Bartholomew Cubbins,1943 (16th),0,1,False
The Amazing Mrs. Holliday,1943 (16th),0,1,False
The Battle of Russia,1943 (16th),0,1,False
The Constant Nymph,1943 (16th),0,1,False
The Dizzy Acrobat,1943 (16th),0,1,False
The Fallen Sparrow,1943 (16th),0,1,False
The Gang's All Here,1943 (16th),0,1,False
The Kansan,1943 (16th),0,1,False
The Moon and Sixpence,1943 (16th),0,1,False
The Ox-Bow Incident,1943 (16th),0,1,False
To the People of the United States,1943 (16th),0,1,False
Tomorrow We Fly,1943 (16th),0,1,False
Victory Through Air Power,1943 (16th),0,1,False
War Department Report,1943 (16th),0,1,False
Woman at War,1943 (16th),0,1,False
Youth in Crisis,1943 (16th),0,1,False
Going My Way,1944 (17th),7,10,True
Wilson,1944 (17th),5,10,False
Gaslight,1944 (17th),2,7,False
Since You Went Away,1944 (17th),1,9,False
Cover Girl,1944 (17th),1,5,False
Laura,1944 (17th),1,5,False
None but the Lonely Heart,1944 (17th),1,4,False
Thirty Seconds Over Tokyo,1944 (17th),1,2,False
I Won't Play,1944 (17th),1,1,False
Mouse Trouble,1944 (17th),1,1,False
The Fighting Lady,1944 (17th),1,1,False
Who's Who in Animal Land,1944 (17th),1,1,False
With the Marines at Tarawa,1944 (17th),1,1,False
Double Indemnity,1944 (17th),0,7,False
Kismet,1944 (17th),0,4,False
Meet Me in St. Louis,1944 (17th),0,4,False
Brazil,1944 (17th),0,3,False
Casanova Brown,1944 (17th),0,3,False
Hollywood Canteen,1944 (17th),0,3,False
Lady in the Dark,1944 (17th),0,3,False
Lifeboat,1944 (17th),0,3,False
Song of the Open Road,1944 (17th),0,2,False
The Adventures of Mark Twain,1944 (17th),0,3,False
Address Unknown,1944 (17th),0,2,False
Dragon Seed,1944 (17th),0,2,False
Higher and Higher,1944 (17th),0,2,False
It Happened Tomorrow,1944 (17th),0,2,False
"Lady, Let's Dance",1944 (17th),0,2,False
Minstrel Man,1944 (17th),0,2,False
Mr. Skeffington,1944 (17th),0,2,False
Mrs. Parkington,1944 (17th),0,2,False
The Princess and the Pirate,1944 (17th),0,2,False
Up in Arms,1944 (17th),0,2,False
Voice in the Wind,1944 (17th),0,2,False
A Guy Named Joe,1944 (17th),0,1,False
And to Think I Saw It on Mulberry Street,1944 (17th),0,1,False
Blue Grass Gentleman,1944 (17th),0,1,False
Bombalera,1944 (17th),0,1,False
Christmas Holiday,1944 (17th),0,1,False
Days of Glory,1944 (17th),0,1,False
"Dog, Cat and Canary",1944 (17th),0,1,False
Fish Fry,1944 (17th),0,1,False
Follow the Boys,1944 (17th),0,1,False
Hail the Conquering Hero,1944 (17th),0,1,False
His Butler's Sister,1944 (17th),0,1,False
Home in Indiana,1944 (17th),0,1,False
How to Play Football,1944 (17th),0,1,False
Hymn of the Nations,1944 (17th),0,1,False
Irish Eyes Are Smiling,1944 (17th),0,1,False
Jack London,1944 (17th),0,1,False
Jammin' the Blues,1944 (17th),0,1,False
Janie,1944 (17th),0,1,False
Knickerbocker Holiday,1944 (17th),0,1,False
Main Street Today,1944 (17th),0,1,False
Movie Pests,1944 (17th),0,1,False
Music in Manhattan,1944 (17th),0,1,False
"My Boy, Johnny",1944 (17th),0,1,False
New Americans,1944 (17th),0,1,False
No Time for Love,1944 (17th),0,1,False
None Shall Escape,1944 (17th),0,1,False
Resisting Enemy Interrogation,1944 (17th),0,1,False
Screen Snapshots' 50th Anniversary of Motion Pictures,1944 (17th),0,1,False
Secret Command,1944 (17th),0,1,False
Sensations of 1945,1944 (17th),0,1,False
Step Lively,1944 (17th),0,1,False
Summer Storm,1944 (17th),0,1,False
Sweet and Low-Down,1944 (17th),0,1,False
Swooner Crooner,1944 (17th),0,1,False
The Bridge of San Luis Rey,1944 (17th),0,1,False
The Climax,1944 (17th),0,1,False
The Desert Song,1944 (17th),0,1,False
The Fighting Seabees,1944 (17th),0,1,False
The Hairy Ape,1944 (17th),0,1,False
The Merry Monahans,1944 (17th),0,1,False
The Miracle of Morgan's Creek,1944 (17th),0,1,False
The Seventh Cross,1944 (17th),0,1,False
The Story of Dr. Wassell,1944 (17th),0,1,False
The Fighting Sullivans,1944 (17th),0,1,False
The Uninvited,1944 (17th),0,1,False
The White Cliffs of Dover,1944 (17th),0,1,False
The Woman of the Town,1944 (17th),0,1,False
Three Russian Girls,1944 (17th),0,1,False
Two Girls and a Sailor,1944 (17th),0,1,False
Up in Mabel's Room,1944 (17th),0,1,False
"Wing and a Prayer, The Story of Carrier X",1944 (17th),0,1,False
The Lost Weekend,1945 (18th),4,7,True
National Velvet,1945 (18th),2,5,False
The Bells of St. Mary's,1945 (18th),1,8,False
Mildred Pierce,1945 (18th),1,6,False
Spellbound,1945 (18th),1,6,False
Anchors Aweigh,1945 (18th),1,5,False
Leave Her to Heaven,1945 (18th),1,4,False
Wonder Man,1945 (18th),1,4,False
The Picture of Dorian Gray,1945 (18th),1,3,False
A Tree Grows in Brooklyn,1945 (18th),1,2,False
State Fair,1945 (18th),1,2,False
Blood on the Sun,1945 (18th),1,1,False
Frenchman's Creek,1945 (18th),1,1,False
Hitler Lives,1945 (18th),1,1,False
Marie-Louise,1945 (18th),1,1,False
Quiet Please!,1945 (18th),1,1,False
Stairway to Light,1945 (18th),1,1,False
Star in the Night,1945 (18th),1,1,False
The House on 92nd Street,1945 (18th),1,1,False
The True Glory,1945 (18th),1,1,False
A Song to Remember,1945 (18th),0,6,False
Love Letters,1945 (18th),0,4,False
The Keys of the Kingdom,1945 (18th),0,4,False
The Story of G.I. Joe,1945 (18th),0,4,False
"Objective, Burma!",1945 (18th),0,3,False
The Southerner,1945 (18th),0,3,False
A Medal for Benny,1945 (18th),0,2,False
A Thousand and One Nights,1945 (18th),0,2,False
Belle of the Yukon,1945 (18th),0,2,False
Can't Help Singing,1945 (18th),0,2,False
Flame of the Barbary Coast,1945 (18th),0,2,False
Rhapsody in Blue,1945 (18th),0,2,False
San Antonio,1945 (18th),0,2,False
The Corn Is Green,1945 (18th),0,2,False
The Three Caballeros,1945 (18th),0,2,False
The Valley of Decision,1945 (18th),0,2,False
They Were Expendable,1945 (18th),0,2,False
Tonight and Every Night,1945 (18th),0,2,False
Why Girls Leave Home,1945 (18th),0,2,False
A Gun in His Hand,1945 (18th),0,1,False
Along the Rainbow Trail,1945 (18th),0,1,False
Brewster's Millions,1945 (18th),0,1,False
Captain Eddie,1945 (18th),0,1,False
Captain Kidd,1945 (18th),0,1,False
Dillinger,1945 (18th),0,1,False
Donald's Crime,1945 (18th),0,1,False
Earl Carroll Vanities,1945 (18th),0,1,False
Experiment Perilous,1945 (18th),0,1,False
G.I. Honeymoon,1945 (18th),0,1,False
Guest in the House,1945 (18th),0,1,False
Guest Wife,1945 (18th),0,1,False
Here Come the Waves,1945 (18th),0,1,False
Hitchhike to Happiness,1945 (18th),0,1,False
Incendiary Blonde,1945 (18th),0,1,False
Jasper and the Beanstalk,1945 (18th),0,1,False
Lady on a Train,1945 (18th),0,1,False
Library of Congress,1945 (18th),0,1,False
Life with Feathers,1945 (18th),0,1,False
Mighty Mouse in Gypsy Life,1945 (18th),0,1,False
Music for Millions,1945 (18th),0,1,False
Paris Underground,1945 (18th),0,1,False
Pride of the Marines,1945 (18th),0,1,False
Rippling Romance,1945 (18th),0,1,False
Salty O'Rourke,1945 (18th),0,1,False
Screen Snapshots' 25th Anniversary,1945 (18th),0,1,False
Sing Your Way Home,1945 (18th),0,1,False
Story of a Dog,1945 (18th),0,1,False
Sunbonnet Sue,1945 (18th),0,1,False
The Affairs of Susan,1945 (18th),0,1,False
The Enchanted Cottage,1945 (18th),0,1,False
The Jury Goes Round 'N' Round,1945 (18th),0,1,False
The Last Bomb,1945 (18th),0,1,False
The Little Witch,1945 (18th),0,1,False
The Man Who Walked Alone,1945 (18th),0,1,False
The Poet and the Peasant,1945 (18th),0,1,False
The Spanish Main,1945 (18th),0,1,False
The Unseen,1945 (18th),0,1,False
The Woman in the Window,1945 (18th),0,1,False
This Love of Ours,1945 (18th),0,1,False
Three Is a Family,1945 (18th),0,1,False
To the Shores of Iwo Jima,1945 (18th),0,1,False
"What Next, Corporal Hargrove?",1945 (18th),0,1,False
White Rhapsody,1945 (18th),0,1,False
Your National Gallery,1945 (18th),0,1,False
The House I Live In,1945 (18th),0 (1),0,False
The Best Years of Our Lives,1946 (19th),7 (1),8,True
The Yearling,1946 (19th),2,7,False
The Jolson Story,1946 (19th),2,6,False
Anna and the King of Siam,1946 (19th),2,5,False
The Razor's Edge,1946 (19th),1,4,False
The Harvey Girls,1946 (19th),1,2,False
To Each His Own,1946 (19th),1,2,False
A Boy and His Dog,1946 (19th),1,1,False
Blithe Spirit,1946 (19th),1,1,False
Facing Your Danger,1946 (19th),1,1,False
Seeds of Destiny,1946 (19th),1,1,False
The Cat Concerto,1946 (19th),1,1,False
The Seventh Veil,1946 (19th),1,1,False
Vacation From Marriage,1946 (19th),1,1,False
It's a Wonderful Life,1946 (19th),0,5,False
Henry V,1946 (19th),0 (1),4,False
The Killers,1946 (19th),0,4,False
Brief Encounter,1946 (19th),0,3,False
Blue Skies,1946 (19th),0,2,False
Centennial Summer,1946 (19th),0,2,False
Duel in the Sun,1946 (19th),0,2,False
Notorious,1946 (19th),0,2,False
The Green Years,1946 (19th),0,2,False
A Stolen Life,1946 (19th),0,1,False
Atomic Power,1946 (19th),0,1,False
Caesar and Cleopatra,1946 (19th),0,1,False
Canyon Passage,1946 (19th),0,1,False
Children of Paradise,1946 (19th),0,1,False
College Queen,1946 (19th),0,1,False
Dive-Hi Champs,1946 (19th),0,1,False
Golden Horses,1946 (19th),0,1,False
Hiss and Yell,1946 (19th),0,1,False
Humoresque,1946 (19th),0,1,False
John Henry and the Inky-Poo,1946 (19th),0,1,False
Kitty,1946 (19th),0,1,False
Life at the Zoo,1946 (19th),0,1,False
Musical Moments from Chopin,1946 (19th),0,1,False
Night and Day,1946 (19th),0,1,False
Paramount News Issue # 37,1946 (19th),0,1,False
Road to Utopia,1946 (19th),0,1,False
"Rome, Open City",1946 (19th),0,1,False
Saratoga Trunk,1946 (19th),0,1,False
Sister Kenny,1946 (19th),0,1,False
Smart as a Fox,1946 (19th),0,1,False
Squatter's Rights,1946 (19th),0,1,False
Sure Cures,1946 (19th),0,1,False
The Blue Dahlia,1946 (19th),0,1,False
The Dark Mirror,1946 (19th),0,1,False
The Dolly Sisters,1946 (19th),0,1,False
The Luckiest Guy in the World,1946 (19th),0,1,False
The Spiral Staircase,1946 (19th),0,1,False
The Strange Love of Martha Ivers,1946 (19th),0,1,False
The Stranger,1946 (19th),0,1,False
Traffic with the Devil,1946 (19th),0,1,False
Walky Talky Hawky,1946 (19th),0,1,False
Gentleman's Agreement,1947 (20th),3,8,True
Miracle on 34th Street,1947 (20th),3,4,False
Great Expectations,1947 (20th),2,5,False
A Double Life,1947 (20th),2,4,False
Black Narcissus,1947 (20th),2,2,False
The Bishop's Wife,1947 (20th),1,5,False
Green Dolphin Street,1947 (20th),1,4,False
Body and Soul,1947 (20th),1,3,False
Mother Wore Tights,1947 (20th),1,3,False
Song of the South,1947 (20th),1 (1),2,False
The Farmer's Daughter,1947 (20th),1,2,False
Climbing the Matterhorn,1947 (20th),1,1,False
Design for Death,1947 (20th),1,1,False
First Steps,1947 (20th),1,1,False
"Goodbye, Miss Turlock",1947 (20th),1,1,False
The Bachelor and the Bobby-Soxer,1947 (20th),1,1,False
Tweetie Pie,1947 (20th),1,1,False
Crossfire,1947 (20th),0,5,False
Life with Father,1947 (20th),0,4,False
Kiss of Death,1947 (20th),0,2,False
Mourning Becomes Electra,1947 (20th),0,2,False
"Smash-Up, the Story of a Woman",1947 (20th),0,2,False
A Cage of Nightingales,1947 (20th),0,1,False
A Voice Is Born: The Story of Niklos Gafni,1947 (20th),0,1,False
Boomerang!,1947 (20th),0,1,False
"Brooklyn, U.S.A.",1947 (20th),0,1,False
Captain from Castile,1947 (20th),0,1,False
Champagne for Two,1947 (20th),0,1,False
Chip an' Dale,1947 (20th),0,1,False
Dr. Jekyll and Mr. Mouse,1947 (20th),0,1,False
Fiesta,1947 (20th),0,1,False
Fight of the Wild Stallions,1947 (20th),0,1,False
Forever Amber,1947 (20th),0,1,False
Give Us the Earth,1947 (20th),0,1,False
Good News,1947 (20th),0,1,False
It Happened on 5th Avenue,1947 (20th),0,1,False
Journey into Medicine,1947 (20th),0,1,False
Monsieur Verdoux,1947 (20th),0,1,False
Moon Rockets,1947 (20th),0,1,False
My Wild Irish Rose,1947 (20th),0,1,False
Now You See It,1947 (20th),0,1,False
Odd Man Out,1947 (20th),0,1,False
Passport to Nowhere,1947 (20th),0,1,False
Pluto's Blue Note,1947 (20th),0,1,False
Possessed,1947 (20th),0,1,False
Ride the Pink Horse,1947 (20th),0,1,False
Road to Rio,1947 (20th),0,1,False
School in the Mailbox,1947 (20th),0,1,False
Shoeshine,1947 (20th),0 (1),1,False
So You Want to Be in Pictures,1947 (20th),0,1,False
T-Men,1947 (20th),0,1,False
The Egg and I,1947 (20th),0,1,False
The Foxes of Harrow,1947 (20th),0,1,False
The Ghost and Mrs. Muir,1947 (20th),0,1,False
The Paradine Case,1947 (20th),0,1,False
The Perils of Pauline,1947 (20th),0,1,False
"The Time, the Place and the Girl",1947 (20th),0,1,False
The World Is Rich,1947 (20th),0,1,False
Tubby the Tuba,1947 (20th),0,1,False
Unconquered,1947 (20th),0,1,False
Bill and Coo,1947 (20th),0 (1),0,False
Hamlet,1948 (21st),4,7,True
The Treasure of the Sierra Madre,1948 (21st),3,4,False
Joan of Arc,1948 (21st),2 (1),7,False
The Red Shoes,1948 (21st),2,5,False
The Naked City,1948 (21st),2,3,False
Johnny Belinda,1948 (21st),1,12,False
The Snake Pit,1948 (21st),1,6,False
The Search,1948 (21st),1 (1),4,False
Portrait of Jennie,1948 (21st),1,2,False
Easter Parade,1948 (21st),1,1,False
Key Largo,1948 (21st),1,1,False
Seal Island,1948 (21st),1,1,False
Symphony of a City,1948 (21st),1,1,False
The Little Orphan,1948 (21st),1,1,False
The Paleface,1948 (21st),1,1,False
The Secret Land,1948 (21st),1,1,False
Toward Independence,1948 (21st),1,1,False
I Remember Mama,1948 (21st),0,5,False
A Foreign Affair,1948 (21st),0,2,False
Red River,1948 (21st),0,2,False
Romance on the High Seas,1948 (21st),0,2,False
The Emperor Waltz,1948 (21st),0,2,False
When My Baby Smiles at Me,1948 (21st),0,2,False
Annie Was a Wonder,1948 (21st),0,1,False
B.F.'s Daughter,1948 (21st),0,1,False
Calgary Stampede,1948 (21st),0,1,False
